artist_name,soundcharts_uuid
Jeff Germita,75b75492-de82-11e8-8c95-549f35161576
Drunken Masters,11e83fe0-baa4-f898-8faa-a0369fe50396
itssvd,ce161a7e-c1c2-11e8-8a52-525400009efb
Caiiro,11e83fe7-2a8c-ae02-9d21-aa1c026db3d8
Veronica Bravo,11e83fe7-9341-db02-acb0-a0369fe50396
Kx5,7c3ba89a-f821-4fa1-8e3a-427058f25751
T.O.K,11e81bbd-5da6-b5ce-87c5-a0369fe50396
Adnan Gufrona,2570c311-fc2c-488d-a1f7-90128e162276
HMWME,728f3e74-1927-47e2-81d5-87a1493cc675
The Midnight,11e81bbc-2a0e-a876-9f5b-a0369fe50396
RYUCHI,9f2b2433-18bb-41cd-9484-bec599144f90
Angerfist,11e81bbd-e704-ac40-83b8-a0369fe50396
Luna Orbit,acefb648-3149-48c0-b043-e87c3d35a708
Pollini,b49915df-e63f-4bb9-a1ef-d59a63a48a0a
Paul Keen,a3975be8-5590-11e9-a74b-801844edfa71
Lumidee,11e81bd1-2607-84d6-b391-a0369fe50396
Christian Löffler,11e83fe9-a6ef-0ede-ab44-aa1c026db3d8
Akhmedov,df8fb9d9-f3a4-442a-b4a6-c17f3c24bab8
xaviersobased,907e5fc2-fbdc-4cc4-a397-841e1e6406a4
Karun,d0a3960c-4a4f-4b1b-93a2-1f477ecae852
Deichkind,11e81bd1-49c5-b29e-8940-a0369fe50396
DARKANASE,c9053f00-5e53-4aa6-b16b-bed7e9a89a34
2Scratch,57189040-b7ff-11e8-85e2-525400009efb
Francisca Valenzuela,11e81bc3-decb-4218-b3ef-a0369fe50396
Defected Radio,11e83fe7-a976-455c-8a45-aa1c026db3d8
Morris,11e81bbb-1d1f-acc4-8267-a0369fe50396
Anna-Maria Zimmermann,11e8a9fb-b8fe-d998-a58f-525400009efb
Glwzbll,7d4d3942-509c-11e9-8c52-549f35141000
Silva Hound,11e81bd0-b1e7-822c-9c1c-a0369fe50396
Mr JazziQ,39725208-542d-11ea-a097-801844edfa71
Melanie C,11e81bcc-6dda-9c9e-a464-a0369fe50396
DJ Isaac,11e81bbe-0815-ed86-9195-a0369fe50396
Larinhx,674289d0-326a-11ea-bb34-549f35161576
Gillirium,dc740026-b8ee-4cdc-a5b0-ca6f7e119a0f
Janesh,34304868-04f8-4031-bd36-836e52d440d8
The Breeders,11e81bc0-505e-8ba0-8297-a0369fe50396
Sam Wills,11e81bbe-6296-c10e-92b9-a0369fe50396
Karlo,2d76c5fa-b19c-4fac-8e37-2b39f442e50e
The S.O.S Band,11e81bca-ac3d-4592-90e5-a0369fe50396
Blümchen,11e81bd1-c3c0-ef8c-bd70-a0369fe50396
Baxter Dury,11e81bca-cd72-24bc-ac7a-a0369fe50396
Nic Fanciulli,11e81bbc-4df0-4074-b67f-a0369fe50396
Tiga,11e81bbc-8bf5-6458-896f-a0369fe50396
Suyash,547b1a40-2962-4a37-a28e-09212a50a503
Thelma Houston,11e81bbe-ab75-8932-8fca-a0369fe50396
Deep Horizon Waves,11e83fea-6d82-8792-a76f-a0369fe50396
Łobuzy,2328d632-c5b5-11e8-935c-549f35141000
Josh A,11e81bba-9053-2cda-ad45-a0369fe50396
Ellise,b6ec9d20-c661-11e8-beac-525400009efb
Zivert,11e83feb-3de1-d9d8-9b10-aa1c026db3d8
Kush Kush,11e81bce-8c64-8a7e-aa2e-a0369fe50396
Tik Tok Trends,92879380-70fc-4813-ac85-9c221a221e36
Dhvani Kailas,395fba8e-c9b0-4569-92c4-a2bf59417f33
Vierre Cloud,6f06bd80-084e-4da8-a250-01b0e01bf14e
Captain Curtis,b2058f78-4c40-11e9-bf96-e4434b2a489b
Jordan Grace,61629af6-efc6-11e8-90ec-549f35141000
Sundeep Gosswami,44b4a78a-405e-11e9-bad1-549f35141000
Danimal,9aef7486-4661-11ea-bf59-549f35141000
8D Tunes,aa3c03ae-c963-11e8-8b9e-549f35141000
kirohta,bbe19b8d-0bfc-4e4c-9087-89285449df5e
High Beam,fe3d05de-3771-11ea-bafb-549f35161576
Miss Monique,11e81bbe-f72d-88a2-a4af-a0369fe50396
Guaco,11e81bc9-1f47-0d7c-a1f7-a0369fe50396
Roya,72904b7e-f891-11e8-bdcb-549f35141000
Stereo Mc's,0cbcb1fe-b8cf-11e8-a67c-525400009efb
Dmnds,11e83fe5-f797-be20-9e50-aa1c026db3d8
Preetinder,52bcd406-f60c-11e9-a04c-549f35161576
Shop Boyz,11e81bc1-8c35-56d0-8b35-a0369fe50396
Soundverb,168a7c13-652d-4e0a-b6ec-e4d76732a586
J. Worra,11e83fe8-a0c9-8f76-8099-aa1c026db3d8
NILXRO,7043d018-b728-4a6d-ad61-8e5ad2ddfa27
Ayase,9d11a3a2-0ebb-11ea-9ecd-549f35161576
Bombay Bicycle Club,11e81bbf-aec7-dd46-b15a-a0369fe50396
Brutalismus 3000,96cd50d5-7fb7-475a-87ff-799f3c4bf633
Goson,7949b405-4531-40b0-bf1f-3bf7f7899287
Dyland & Lenny,11e81bc9-639e-ca6e-90e4-a0369fe50396
Sunlike Brothers,11e86328-6ee4-7cce-95e5-a0369fe50396
Noga Erez,11e81bca-f1a3-0176-9947-a0369fe50396
Dontcry,11e83fef-0a49-9f9e-8ac4-aa1c026db3d8
Jamback,27c763fc-5384-4cfd-9f48-1715a352cf4c
Yeule,11e81bbc-7e1d-9850-91da-a0369fe50396
RuPaul,11e81bbc-5cbe-5eba-aa2e-a0369fe50396
Sailor & I,11e81bd1-4917-1054-99f3-a0369fe50396
Machine Girl,11e81bc3-48dc-3dd4-ad83-a0369fe50396
Duit,a6581e6c-e7d0-4bc2-ac0e-c15f14df7156
GUNSHIP,11e81bbc-9eba-57e2-9056-a0369fe50396
Jauz,11e81bd2-2b5d-6008-85a5-a0369fe50396
Mandragora,11e81bbb-0c76-8528-bc6d-a0369fe50396
White Lies,11e81bc8-1f2c-e59c-a488-a0369fe50396
Gang Speed,f03679e4-9d61-4d37-854f-010a6c1f2070
Holly,d81a5bbd-0b01-4011-8f0d-e3d81eab1cfc
Kickbait,bde31fbb-b221-48ce-8b10-e8ed91c695b5
Palastic,11e81bbd-9739-981a-bf5c-a0369fe50396
Ron van den Beuken,11e81bbf-e8e7-d814-93e8-a0369fe50396
Captain Hollywood Project,11e81bca-04ba-c95c-a79c-a0369fe50396
Jalenrekt,1da0ed55-7c05-4650-a560-2a1fb379d702
HALUNA,cb652772-af9b-4464-b68e-57327b7fa0e0
Funky Qla,11e83fec-dd35-da4c-ae55-a0369fe50396
Suba,11e81bd1-2ecc-af7e-9d79-a0369fe50396
DJ Seinfeld,11e81bc7-f015-d520-a73d-a0369fe50396
Mila J,11e81bbb-0d99-efa8-bfdc-a0369fe50396
Young Dro,11e81bd3-36df-75b4-ab25-a0369fe50396
GiGi Waterproof,33920837-6662-4557-8631-d567ea2a3023
Frank Walker,11e81bcd-d5a2-4f6a-bf9e-a0369fe50396
accelerate,fc84f636-3404-4021-95e9-8ae32b805d6e
MPH,1ce68e34-bc2f-11e8-8636-525400009efb
Hania Rani,11e83fee-0510-08fc-bd0e-aa1c026db3d8
OTM,11e83fe5-cce2-97a4-b729-a0369fe50396
Lexi Bradley,924858f4-8ede-4cb1-ba20-2f039cef4501
Third Party,11e81bc0-4359-ae44-8a05-a0369fe50396
Techno Mike,fcef59be-6a27-4e8f-9420-efa7a51a89f9
Tim Deluxe,11e81bc0-2f91-cd88-9375-a0369fe50396
GoodBooks,11e81bc2-d024-269a-a54d-a0369fe50396
The Hitmen,11e81bbe-d885-5f38-b765-a0369fe50396
Madhumitha,5372f84a-b8ef-11e8-950b-525400009efb
November Kid,38a15949-5769-44e1-8c59-5282ebaa6e00
Carl Cox,11e81bc8-7c27-7fc8-8b65-a0369fe50396
Kronos Quartet,11e81bc9-c4d9-25d6-81ff-a0369fe50396
Blue Wednesday,11e83fea-b314-bd66-9e31-a0369fe50396
Mazza_l20,383e75e5-b7da-4c1b-849d-f5531179bc1c
Empress Of,11e81bcb-7494-7fce-9919-a0369fe50396
Floating Points,11e81bc0-5b2f-c4ae-aa0a-a0369fe50396
state of mine,11e81bca-3186-6770-9f5a-a0369fe50396
Sachin SSS,7aaf7cda-d36e-415d-b751-dc6a0238e68f
Dj Lag,11e83fe6-331f-831a-82ea-aa1c026db3d8
HI-LO,11e81bbc-28c4-1b54-9b71-a0369fe50396
Loote,11e81bd0-e7db-cad2-bd98-a0369fe50396
Yagih Mael,420028f2-9097-461e-a855-04b0705beeeb
Frenship,11e81bbe-a8de-e650-900a-a0369fe50396
Hyce,9c4814d0-8f78-465a-9422-ef8c5ce3f764
Scott Rill,0d486024-ae23-11e9-ab20-549f35161576
Toman,11e83fee-353b-dda8-b487-aa1c026db3d8
Hayasa G,84090bf6-e7dc-4214-bb70-f609098a0411
Koven,11e81bcd-dae1-078c-b7d5-a0369fe50396
Bamboo,11e81bbb-03a0-ebe6-a2b1-a0369fe50396
Bolden.,35fe6ff2-df2c-4ecd-b110-90f9c75c0322
Tay Iwar,11e83fec-3688-4298-b10b-a0369fe50396
warner case,11e83fee-5aa8-63a4-8b9e-aa1c026db3d8
Smash Into Pieces,11e81bc0-d739-6dca-a648-a0369fe50396
Samantha Machado,4ca551c6-b8df-11e8-a2a2-525400009efb
Citizen Soldier,11e83feb-f8d0-70f6-91ac-aa1c026db3d8
Visage,11e81bc2-7e31-8666-974a-a0369fe50396
Steven Richards,b26f03a0-c260-11e8-b88a-525400009efb
The Bravery,11e81bd0-cfe8-f012-b8b3-a0369fe50396
Sound Rush,11e81bc7-a42b-58ec-94cc-a0369fe50396
Wooli,11e81bbe-e009-ccc6-a9d5-a0369fe50396
Allison,11e81bbc-e554-ecb2-a374-a0369fe50396
bonjr,11e81bbb-0a42-8f40-a290-a0369fe50396
Saint Etienne,11e81bc8-c5d9-2086-96d4-a0369fe50396
Fantasm,35f40b9e-6dd8-11e9-a2bd-549f35141000
YALL,11e81bc2-7d90-9b0c-ad04-a0369fe50396
Olivia Belli,11e81bd2-a0e3-5e36-84a8-a0369fe50396
Kanine,11e83fe7-2714-a04a-9f3b-aa1c026db3d8
3LAU,11e81bc7-741f-f144-93ae-a0369fe50396
Tritonal,11e81bd1-bc37-416c-ba33-a0369fe50396
globe,11e81bc4-3a07-a1a8-bf25-a0369fe50396
Cerrone,11e81bcd-1c5e-f53a-b878-a0369fe50396
miwa,11e81bc8-f739-b4ec-bcf5-a0369fe50396
Ivan Gough,11e81bc8-0bb8-a474-84ad-a0369fe50396
RAIZHELL,033e8069-38b1-4fef-ae58-e31f18669b66
RAIZHELL,11e81bd0-aca2-b5e8-8677-a0369fe50396
Issrath Quadhri,1e5e2eda-c683-11e8-898a-549f35161576
Miriam van Steeg,e72466ca-92a4-4a3f-b312-c7f2acee9753
DJ Freshly,1cf74fb8-0a8f-11e9-abd2-549f35161576
Cupid,11e81bc9-0ea4-9e4e-8227-a0369fe50396
Pete Tong,11e81bbf-0535-1ef6-8bf0-a0369fe50396
柊マグネタイト,62c8fc28-4530-44ab-b092-827e4cca32fc
The Bucketheads,11e81bcc-c94e-4436-99fb-a0369fe50396
Raphaella,11e81bbf-300a-d030-825b-a0369fe50396
Mokita,11e81bc3-7367-fd40-b7bf-a0369fe50396
CoolKid,2513590a-4884-468c-a9b0-6292eafb8e17
Avalan,85c56e68-4bde-11e9-8a70-549f35141000
Phenom,11e83fe2-bfb1-5898-bbaf-aa1c026db3d8
Junaid Wasi,1a1b1b00-2091-4b57-a1dc-7d78d3b7a5f2
Sams Sampling,40c59ca5-e0d7-408b-a431-ea1866bcdecf
Linus Xio,87720351-80f7-4794-b2cb-38a31b7502ba
MUPP,8e542dd6-d627-4460-9611-487673a522bb
Linares,6e38ec64-d3b8-4f9e-9d1c-734f6aebf482
Nina Carr,6739586a-c1d2-11e8-9484-525400009efb
French Fuse,11e81bcd-4838-70fa-9fbd-a0369fe50396
fnonose,8498c412-6291-4e2c-9707-8f5c75f57c73
Harddope,11e83fec-f030-41a0-a894-aa1c026db3d8
Age of Love,11e81bbd-bed0-40cc-9ba5-a0369fe50396
Kidnap,11e83fed-9f79-d414-a0c4-a0369fe50396
BlackMayo,1c28cbe6-0bb8-11e9-8180-549f35161576
Adventure Club,11e81bcb-0474-e4cc-b4bb-a0369fe50396
SCXR SOUL,c515c135-a847-403b-b8a0-07800e5d1d6f
AVALAN ROKSTON,21cc479b-cea8-4dca-8ae6-c2b819b10dfa
Mathieu Koss,11e81bbc-87a2-2508-8db0-a0369fe50396
Matta,11e81bcc-dc43-d902-af6b-a0369fe50396
Dazz Band,11e81bbc-f8e8-dc70-87c3-a0369fe50396
Goon Flavour,2ad8a8bc-4fce-4bf8-b96d-30a63a69e03d
Beauty Brain,11e81bd2-4595-ac8c-a15a-a0369fe50396
MeSSy,75022461-e4e4-4df6-8860-18b8946f66e4
Sydney James Harcourt,11e81bcd-f002-4784-a4a2-a0369fe50396
SAM GRAY,11e83fe7-8bdd-3ce4-82fd-a0369fe50396
Sumo,11e81bc3-ed40-6d14-b5fd-a0369fe50396
In-Grid,11e8ab69-eb7d-9e1c-9c0c-525400009efb
Astred,30fd3096-ef68-43d4-a6b2-93e836f5da16
Caroline Byrne,986cc606-c641-11e8-8a15-549f35141000
